,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/13/2016,Robert Morris,W 11 - 10,11,5,16,33,22,21/,24,5,210,"3,600",10,8,16,21,0.762
1,02/20/2016,@ Marquette,L 7 - 9,7,5,12,20,13,7,18,4,150,"3,600",9,13,11,15,0.733
2,02/24/2016,@ Notre Dame,L 6 - 11,6,5,11,22,14,9,20,2,90,"3,600",11,11,14,18,0.778
3,02/27/2016,Quinnipiac,L 6 - 12,6,3,9,30,15,7,22,3,120,"3,600",12,6,17,20,0.850
4,03/04/2016,"Detroit Mercy @ Columbus, Ohio",W 7 - 6,7,7,14,28,17,9,15,2,120,"3,600",6,9,19,20,0.950
5,03/06/2016,@ Ohio St.,L 5 - 9,5,5,37,14,23,8,16,3,150,"3,600",9,9,12,14,0.857
6,03/12/2016,Mercer,W 11 - 7,11,3,14,30,17,12,21,1,30,"3,600",7,9,12,12,1.000/
7,03/19/2016,@ Jacksonville,W 10 - 9,10,4,14,43,26,15,21,4,120,"3,600",9,4,12,14,0.857
8,03/26/2016,@ Providence,L 7 - 9,7,4,11,42,19,12,18,4,150,"3,600",9,8,15,17,0.882
9,04/02/2016,Air Force,L 7 - 8 (1OT),7,3,10,28,14,9,19,1,60,"3,840",8,10,11,12,0.917
10,04/09/2016,@ High Point,L 7 - 13,7,5,12,35,23,7,23,3,180,"3,600",13,11,13,15,0.867
11,04/16/2016,@ Richmond,L 7 - 10,7,1,8,25,20,8,21,7,360,"3,600",10,15,16,18,0.889
12,04/23/2016,@ VMI,W 15 - 6,15,9,24,43,26,14,23,4,150,"3,600",6,12,14,14,1.000/
13,04/30/2016,Furman,W 15 - 8,15,10,25,31,21,20,27,2,90,"3,600",8,5,10,11,0.909
14,05/05/2016,"Air Force @ Richmond, Va.",L 8 - 10,8,6,14,25,15,11,22,3,150,"3,600",10,7,13,14,0.929
